,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
776,Pattullas Road,13.061733,80.26283000000002,Starmark,13.05876676918337,80.26487211049034,Bookstore
777,Pattullas Road,13.061733,80.26283000000002,Baskin-Robbins,13.058673898609525,80.2639704886504,Ice Cream Shop
778,Pattullas Road,13.061733,80.26283000000002,Arabian Hut,13.058295007444745,80.2648905018461,Middle Eastern Restaurant
779,Pattullas Road,13.061733,80.26283000000002,McDonald's,13.06173,80.26219,Fast Food Restaurant
780,Pattullas Road,13.061733,80.26283000000002,KFC,13.061599931152552,80.2621203218954,Fast Food Restaurant
781,Pattullas Road,13.061733,80.26283000000002,Burger King,13.058638088400079,80.26413189258822,Fast Food Restaurant
782,Pattullas Road,13.061733,80.26283000000002,Hamleys,13.05842474806243,80.26420005199796,Toy / Game Store
783,Pattullas Road,13.061733,80.26283000000002,Hotel Sennthur,13.061812,80.26327,Indian Restaurant
784,Pattullas Road,13.061733,80.26283000000002,Kefi,13.061487229290906,80.26379874233466,Mediterranean Restaurant
785,Pattullas Road,13.061733,80.26283000000002,Spencer Plaza,13.061502764547154,80.2611780166626,Shopping Mall
786,Pattullas Road,13.061733,80.26283000000002,Dine,13.058650945672792,80.26387334906688,American Restaurant
787,Pattullas Road,13.061733,80.26283000000002,Pizza Hut,13.058776651241287,80.26444955003943,Pizza Place
788,Pattullas Road,13.061733,80.26283000000002,Cafe Coffee Day,13.058725821267464,80.26414950882109,Café
789,Pattullas Road,13.061733,80.26283000000002,Food Court,13.058663174005787,80.26417961495503,Food Court
790,Pattullas Road,13.061733,80.26283000000002,Westside,13.058307690175674,80.26415104427474,Clothing Store
791,Pattullas Road,13.061733,80.26283000000002,Booster Juice,13.05870516037095,80.26432434107423,Juice Bar
792,Pattullas Road,13.061733,80.26283000000002,Big Bazaar,13.058633476708408,80.26414824342226,Department Store
793,Pattullas Road,13.061733,80.26283000000002,Univercell,13.058726987643805,80.26401948368955,Electronics Store
794,Wesley High School,13.057845,80.262852,Escape Cinemas,13.058745714034695,80.26417013488887,Multiplex
795,Wesley High School,13.057845,80.262852,Express Avenue,13.058705499328816,80.26420457580393,Shopping Mall
796,Wesley High School,13.057845,80.262852,Krispy Kreme Doughnuts,13.059019182618115,80.26405141505771,Donut Shop
797,Wesley High School,13.057845,80.262852,E Hotel India,13.058682870203814,80.26302817109251,Hotel
798,Wesley High School,13.057845,80.262852,Streak,13.058745766249407,80.26405759092263,Multiplex
799,Wesley High School,13.057845,80.262852,Marks & Spencers,13.058692017176188,80.2641825059664,Clothing Store
800,Wesley High School,13.057845,80.262852,Amethyst,13.057336821056285,80.2594437245671,Café
801,Wesley High School,13.057845,80.262852,Zaitoon,13.058644398384429,80.2652899701296,Middle Eastern Restaurant
802,Wesley High School,13.057845,80.262852,Starbucks,13.058714466399296,80.26471964111927,Coffee Shop
803,Wesley High School,13.057845,80.262852,"Plush, Escape",13.058775662679615,80.26433259755747,Movie Theater
804,Wesley High School,13.057845,80.262852,Lifestyle,13.058318372555929,80.26482086940455,Clothing Store
805,Wesley High School,13.057845,80.262852,Celio*,13.058669158471636,80.26363296649978,Clothing Store
806,Wesley High School,13.057845,80.262852,Fruit Shop on Greams Road,13.058720778656166,80.2643533750239,Juice Bar
807,Wesley High School,13.057845,80.262852,Taj Club House,13.06152680195333,80.26412743198229,Hotel
808,Wesley High School,13.057845,80.262852,Blend - The High Energy Bar,13.06158090339195,80.26444806532172,Bar
809,Wesley High School,13.057845,80.262852,Subway,13.058682286628406,80.26423097855853,Sandwich Place
810,Wesley High School,13.057845,80.262852,Carve at Escape Cinemas,13.058680636955787,80.26437877977749,Movie Theater
811,Wesley High School,13.057845,80.262852,Rajdhani,13.058359061805403,80.2650268841361,Rajasthani Restaurant
812,Wesley High School,13.057845,80.262852,Kobe Sizzlers,13.058676724584554,80.26486017189454,Steakhouse
813,Wesley High School,13.057845,80.262852,Max,13.058507906333402,80.26396487975046,Clothing Store
814,Wesley High School,13.057845,80.262852,Saravana Bhavan,13.061507911157046,80.26221305305216,Indian Restaurant
815,Wesley High School,13.057845,80.262852,Arabian Hut,13.058295007444745,80.2648905018461,Middle Eastern Restaurant
816,Wesley High School,13.057845,80.262852,Starmark,13.05876676918337,80.26487211049034,Bookstore
817,Wesley High School,13.057845,80.262852,The Club House,13.061536162996498,80.2640720200807,Breakfast Spot
818,Wesley High School,13.057845,80.262852,Baskin-Robbins,13.058673898609525,80.2639704886504,Ice Cream Shop
819,Wesley High School,13.057845,80.262852,Fruit Shop on Greams Road,13.061471410765181,80.26066303253174,Juice Bar
820,Wesley High School,13.057845,80.262852,Hamleys,13.05842474806243,80.26420005199796,Toy / Game Store
821,Wesley High School,13.057845,80.262852,Burger King,13.058638088400079,80.26413189258822,Fast Food Restaurant
822,Wesley High School,13.057845,80.262852,Pizza Hut,13.061573850564935,80.26112872790553,Pizza Place
823,Wesley High School,13.057845,80.262852,Pizza Hut,13.058776651241287,80.26444955003943,Pizza Place
824,Wesley High School,13.057845,80.262852,Dine,13.058650945672792,80.26387334906688,American Restaurant
825,Wesley High School,13.057845,80.262852,Food Court,13.058663174005787,80.26417961495503,Food Court
826,Wesley High School,13.057845,80.262852,Cafe Coffee Day,13.058725821267464,80.26414950882109,Café
827,Wesley High School,13.057845,80.262852,Westside,13.058307690175674,80.26415104427474,Clothing Store
828,Wesley High School,13.057845,80.262852,McDonald's,13.06173,80.26219,Fast Food Restaurant
829,Wesley High School,13.057845,80.262852,KFC,13.061599931152552,80.2621203218954,Fast Food Restaurant
830,Wesley High School,13.057845,80.262852,Booster Juice,13.05870516037095,80.26432434107423,Juice Bar
831,Wesley High School,13.057845,80.262852,Hotel Sennthur,13.061812,80.26327,Indian Restaurant
832,Wesley High School,13.057845,80.262852,Big Bazaar,13.058633476708408,80.26414824342226,Department Store
833,Wesley High School,13.057845,80.262852,Univercell,13.058726987643805,80.26401948368955,Electronics Store
834,Wesley High School,13.057845,80.262852,Kefi,13.061487229290906,80.26379874233466,Mediterranean Restaurant
835,Wesley High School,13.057845,80.262852,Spencer Plaza,13.061502764547154,80.2611780166626,Shopping Mall
836,Wesley High School,13.057845,80.262852,Poppat Jamals,13.060464074471394,80.2618315105974,Furniture / Home Store
837,Wesley High School,13.057845,80.262852,Victoria Technical Institute Handicrafts,13.060397054009574,80.26063331541555,Gift Shop
838,Wesley High School,13.057845,80.262852,Tvs,13.059657490584556,80.25993646657216,Bus Station
839,Lloyds Road (PFO),13.050069,80.264161,Hotel Ponnusamy,13.049504137234935,80.26219687704334,Indian Restaurant
840,Lloyds Road (PFO),13.050069,80.264161,Kozhi Idly,13.04745066388697,80.26541855229493,Indian Restaurant
841,Lloyds Road (PFO),13.050069,80.264161,Charminar,13.048581281005424,80.26042099489048,Indian Restaurant
842,Lloyds Road (PFO),13.050069,80.264161,Cafe Amin,13.051824285540713,80.26415394767048,Indian Restaurant
843,Lloyds Road (PFO),13.050069,80.264161,Hotel Sree Raj Bhavan,13.052189778527051,80.2634315413499,Indian Restaurant
844,Lloyds Road (PFO),13.050069,80.264161,Spencer's Daily,13.047915034025433,80.26415264950735,Department Store
845,Lloyds Road (PFO),13.050069,80.264161,Deccan Plaza,13.046562736915401,80.26650052872466,Hotel Bar
846,Lloyds Road (PFO),13.050069,80.264161,Ajantha,13.047925239955877,80.26608269350639,Smoke Shop
847,Swagat Hotel,13.049045,80.264558,Kozhi Idly,13.04745066388697,80.26541855229493,Indian Restaurant
848,Swagat Hotel,13.049045,80.264558,Hotel Ponnusamy,13.049504137234935,80.26219687704334,Indian Restaurant
849,Swagat Hotel,13.049045,80.264558,Malgudi,13.046428298370012,80.26142815163271,Indian Restaurant
850,Swagat Hotel,13.049045,80.264558,Currytown (The Taste of North),13.045948147773743,80.26144087314606,Indian Restaurant
851,Swagat Hotel,13.049045,80.264558,Charminar,13.048581281005424,80.26042099489048,Indian Restaurant
852,Swagat Hotel,13.049045,80.264558,New Woodlands Hotel,13.04524089215032,80.26218846039147,Hotel
853,Swagat Hotel,13.049045,80.264558,Vrindavan,13.045249328342509,80.26221428569129,Indian Restaurant
854,Swagat Hotel,13.049045,80.264558,Kaaraikudi Chettinad Restaurant,13.045102533590251,80.26449189118365,Indian Restaurant
855,Swagat Hotel,13.049045,80.264558,Deccan Plaza,13.046562736915401,80.26650052872466,Hotel Bar
856,Swagat Hotel,13.049045,80.264558,Spencer's Daily,13.047915034025433,80.26415264950735,Department Store
857,Swagat Hotel,13.049045,80.264558,Ajantha,13.047925239955877,80.26608269350639,Smoke Shop
858,Swagat Hotel,13.049045,80.264558,Cafe Amin,13.051824285540713,80.26415394767048,Indian Restaurant
859,Swagat Hotel,13.049045,80.264558,Coastline,13.044871679844578,80.26428623396114,Seafood Restaurant
860,Swagat Hotel,13.049045,80.264558,Hotel Sree Raj Bhavan,13.052189778527051,80.2634315413499,Indian Restaurant
861,Samskirutha College,13.040338,80.268077,Wangs Kitchen,13.042976243864059,80.26820028931806,Chinese Restaurant
862,Samskirutha College,13.040338,80.268077,Tandoori Tadakka,13.044468273078097,80.26626233736559,Restaurant
863,Samskirutha College,13.040338,80.268077,Novelty Tea House,13.04454759968446,80.26677615252676,Indian Restaurant
864,Samskirutha College,13.040338,80.268077,Grand Siam,13.04442704534859,80.26680126665723,Thai Restaurant
865,Samskirutha College,13.040338,80.268077,Sri Krishna Sweets,13.04461320958606,80.26770050418253,Indian Restaurant
866,Samskirutha College,13.040338,80.268077,Domino's Pizza,13.044333457026559,80.26885896513717,Pizza Place
867,Samskirutha College,13.040338,80.268077,MAX,13.03719986410803,80.26669394764018,Clothing Store
868,Samskirutha College,13.040338,80.268077,Nivedhanam,13.043870859842793,80.26814103126526,Indian Restaurant
869,Samskirutha College,13.040338,80.268077,Marrybrown,13.037610260108082,80.26487417036961,Fried Chicken Joint
870,Luz,13.037495,80.267615,Nageshwara Rao Park,13.036376658264185,80.26336669921875,Park
871,Luz,13.037495,80.267615,MAX,13.03719986410803,80.26669394764018,Clothing Store
872,Luz,13.037495,80.267615,Thaligai,13.037553,80.26319,Buffet
873,Luz,13.037495,80.267615,Hotel Saravana Bhavan,13.03444822409274,80.26882026718185,Vegetarian / Vegan Restaurant
874,Luz,13.037495,80.267615,Arkay Convention Center,13.038310696765384,80.2676628807915,Concert Hall
875,Luz,13.037495,80.267615,Marrybrown,13.037610260108082,80.26487417036961,Fried Chicken Joint
876,Luz,13.037495,80.267615,Grand sweets and snacks,13.03435650817224,80.2690440466767,Vegetarian / Vegan Restaurant
877,Luz,13.037495,80.267615,Aahar,13.041703011503781,80.2680152059345,Indian Restaurant
878,Luz,13.037495,80.267615,Adyar Ananda Bhavan,13.03316905053664,80.26780290390822,Indian Restaurant
879,Mandaiveli Post Office,13.029363,80.266548,Sangeetha,13.031806375708834,80.26735652355303,Vegetarian / Vegan Restaurant
880,Mandaiveli Post Office,13.029363,80.266548,Simply South,13.030739310178758,80.26680126665723,Indian Restaurant
881,Mandaiveli Post Office,13.029363,80.266548,The Admiralty hotel,13.026875511085422,80.2675143900451,Hotel
882,Mandaiveli Post Office,13.029363,80.266548,Aavin,13.026578846937394,80.26736741090677,Convenience Store
883,Mandaiveli Post Office,13.029363,80.266548,Gkb Opticals,13.032134449124074,80.26504837296632,Cosmetics Shop
884,Mandaiveli Post Office,13.029363,80.266548,Vasantha Bhavan,13.032461134760611,80.26826561276863,Indian Restaurant
885,Mandaiveli Post Office,13.029363,80.266548,Adyar Ananda Bhavan,13.03316905053664,80.26780290390822,Indian Restaurant
886,Mandaiveli Post Office,13.029363,80.266548,36 degrees,13.025603886849211,80.2679934313922,Coffee Shop
887,Mandaiveli,13.026687,80.265684,The Quad @ Bamboola,13.026804709602049,80.26137915509521,Gym / Fitness Center
888,Mandaiveli,13.026687,80.265684,Domino's Pizza,13.026863150889612,80.26154792082738,Pizza Place
889,Mandaiveli,13.026687,80.265684,Aavin,13.026578846937394,80.26736741090677,Convenience Store
890,Mandaiveli,13.026687,80.265684,The Admiralty hotel,13.026875511085422,80.2675143900451,Hotel
891,Mandaiveli,13.026687,80.265684,36 degrees,13.025603886849211,80.2679934313922,Coffee Shop
892,Mandaiveli,13.026687,80.265684,Tawa 9,13.024051644712454,80.26610991229744,Café
893,Mandaiveli,13.026687,80.265684,Mandaveli MRTS Station,13.026855969713036,80.26151888584279,Train Station
894,Mandaiveli,13.026687,80.265684,Spencer's,13.026874376709692,80.26144992786251,Department Store
895,Mandaiveli,13.026687,80.265684,Simply South,13.030739310178758,80.26680126665723,Indian Restaurant
896,Mandaiveli,13.026687,80.265684,Tholkappia Poonga,13.026758353782975,80.26129205006968,Park
897,Anna Square,13.066519,80.284052,SDAT swimming pool,13.06696838755185,80.28453502563423,Pool
898,Anna Square,13.066519,80.284052,Amma Memorial,13.064135,80.285718,Cemetery
899,Chepauk,13.064199,80.28329000000002,M A Chidambaram Stadium,13.062830126112663,80.27923923698869,Cricket Ground
900,Chepauk,13.064199,80.28329000000002,Amma Memorial,13.064135,80.285718,Cemetery
901,Chepauk,13.064199,80.28329000000002,Marina,13.061807903001514,80.2831689289551,Fast Food Restaurant
902,Chepauk,13.064199,80.28329000000002,SDAT swimming pool,13.06696838755185,80.28453502563423,Pool
903,Chepauk,13.064199,80.28329000000002,Chepauk Station,13.062105054451587,80.28048565490332,Light Rail Station
904,Kannagi Silai,13.057469,80.282013,Kannagi Statue,13.056803688675064,80.2819650316125,Beach
905,Kannagi Silai,13.057469,80.282013,Marina Ground,13.057332,80.280714,Athletics & Sports
906,Kannagi Silai,13.057469,80.282013,Thiruvallikkeni MRTS station,13.055522629121947,80.2805999543168,Train Station
907,Kannagi Silai,13.057469,80.282013,Sundari Akka Fish Stall,13.06055,80.283323,Seafood Restaurant
908,Kannagi Silai,13.057469,80.282013,Hotel Anjappar,13.061583,80.280964,Indian Restaurant
909,Kannagi Silai,13.057469,80.282013,Marina,13.061807903001514,80.2831689289551,Fast Food Restaurant
910,Thiruvallikeni,13.057761,80.280286,Kasi Vinayaga Mess,13.06075355981592,80.27700217013425,Indian Restaurant
911,Thiruvallikeni,13.057761,80.280286,Kannagi Statue,13.056803688675064,80.2819650316125,Beach
912,Thiruvallikeni,13.057761,80.280286,A2B Triplicane,13.058265298288847,80.27652862284992,Vegetarian / Vegan Restaurant
913,Thiruvallikeni,13.057761,80.280286,Thiruvallikkeni MRTS station,13.055522629121947,80.2805999543168,Train Station
914,Thiruvallikeni,13.057761,80.280286,Sangeetha restuarant,13.05505876683202,80.2773178668515,Vegetarian / Vegan Restaurant
915,Thiruvallikeni,13.057761,80.280286,Sundari Akka Fish Stall,13.06055,80.283323,Seafood Restaurant
916,Thiruvallikeni,13.057761,80.280286,Chepauk Station,13.062105054451587,80.28048565490332,Light Rail Station
917,Kalaivanar Arangam,13.066457,80.274568,Bombay Lassi,13.066040282556875,80.27122228359333,Dessert Shop
918,Kalaivanar Arangam,13.066457,80.274568,Nair Mess,13.064454532787801,80.27756034842496,Indian Restaurant
919,Kalaivanar Arangam,13.066457,80.274568,Devi Cineplex,13.066247590997028,80.27087688446045,Multiplex
920,Kalaivanar Arangam,13.066457,80.274568,Hotel Saravana Bhavan,13.068072337369237,80.27122564026403,Indian Restaurant
921,Kalaivanar Arangam,13.066457,80.274568,Ritche Street,13.069476832359927,80.2713738620468,Flea Market
922,Kalaivanar Arangam,13.066457,80.274568,Devi theaters,13.066220950301508,80.2704179922665,Multiplex
923,Kalaivanar Arangam,13.066457,80.274568,Shanthi Theatre,13.066645150844348,80.27097104808529,Multiplex
924,Kalaivanar Arangam,13.066457,80.274568,Anjappar Chettinad,13.06412616723193,80.27824862100708,Indian Restaurant
925,Pudupettai,13.07141,80.264751,Madras Hotel Ashoka Chennai,13.072522981703962,80.2606820806733,Motel
926,Pudupettai,13.07141,80.264751,Fruit shop on greams road,13.074158485398215,80.26209974777065,Farmers Market
927,Pudupettai,13.07141,80.264751,Jaf Enfield Garage,13.071529373899875,80.26448765707906,Motorcycle Shop
928,Pudupettai,13.07141,80.264751,Trademark Search Engine,13.07205831149468,80.26668190956116,Business Service
929,Pudupettai,13.07141,80.264751,Kalyana Bhavan Biriyani,13.073511024370408,80.2610198462879,Indian Restaurant
930,Office of the commisioner of police,13.074305,80.26239,Madras Hotel Ashoka Chennai,13.072522981703962,80.2606820806733,Motel
931,Office of the commisioner of police,13.074305,80.26239,Hotel Saravana Bhavan,13.076891204952164,80.2622828644519,Vegetarian / Vegan Restaurant
932,Office of the commisioner of police,13.074305,80.26239,Fruit shop on greams road,13.074158485398215,80.26209974777065,Farmers Market
933,Office of the commisioner of police,13.074305,80.26239,Ramada Chennai Egmore,13.076835788580052,80.26516719479804,Hotel
934,Office of the commisioner of police,13.074305,80.26239,Flower Drum,13.07143864073082,80.25928058671603,Thai Restaurant
935,Office of the commisioner of police,13.074305,80.26239,Mathsya,13.07504186255991,80.25787788595088,Indian Restaurant
936,Office of the commisioner of police,13.074305,80.26239,Albert Theatre,13.076235243156598,80.26407120062109,Movie Theater
937,Office of the commisioner of police,13.074305,80.26239,Café Coffee Day,13.075381647684422,80.25911808013916,Café
938,Office of the commisioner of police,13.074305,80.26239,Platform 6,13.078172060357456,80.26090007634693,Train Station
939,Office of the commisioner of police,13.074305,80.26239,Prince Plaza,13.071460705283014,80.25922327936266,Shopping Mall
940,Egmore,13.077263,80.260749,Hotel Saravana Bhavan,13.076891204952164,80.2622828644519,Vegetarian / Vegan Restaurant
941,Egmore,13.077263,80.260749,Ramada Chennai Egmore,13.076835788580052,80.26516719479804,Hotel
942,Egmore,13.077263,80.260749,Fruit shop on greams road,13.074158485398215,80.26209974777065,Farmers Market
943,Egmore,13.077263,80.260749,Mathsya,13.07504186255991,80.25787788595088,Indian Restaurant
944,Egmore,13.077263,80.260749,Domino's Pizza,13.078,80.259,Pizza Place
945,Egmore,13.077263,80.260749,Café Coffee Day,13.075381647684422,80.25911808013916,Café
946,Egmore,13.077263,80.260749,Albert Theatre,13.076235243156598,80.26407120062109,Movie Theater
947,Egmore,13.077263,80.260749,Platform 6,13.078172060357456,80.26090007634693,Train Station
948,Motcham,13.085895,80.25048100000002,Hotel Welcome,13.085734049593137,80.25462121775344,Hotel
949,Motcham,13.085895,80.25048100000002,Fu Silli Reasons,13.081607,80.24932,Italian Restaurant
950,Motcham,13.085895,80.25048100000002,Hotel Saravana Bhavan,13.085394563020927,80.25210760610773,Indian Restaurant
951,Motcham,13.085895,80.25048100000002,Adyar Ananda Bhavan,13.085623224270355,80.25380068300758,Indian Restaurant
952,Motcham,13.085895,80.25048100000002,KFC,13.08576637764831,80.24787680796085,Fast Food Restaurant
953,Motcham,13.085895,80.25048100000002,Abirami Mega Mall,13.085900209489084,80.24815853206309,Multiplex
954,Motcham,13.085895,80.25048100000002,Kay,13.085408,80.254764,Women's Store
955,ESI,13.094568,80.241201,ALDO,13.093621364381528,80.24096691283519,Shoe Store
956,ESI,13.094568,80.241201,Juice  Pump,13.094547686844777,80.24133175193694,Juice Bar
957,ESI,13.094568,80.241201,Cornerhouse Academy,13.09301753677118,80.24250249369206,Music Venue
958,ESI,13.094568,80.241201,ESI Bus stop,13.092315518382756,80.24101047579542,Bus Station
959,ESI,13.094568,80.241201,McRennett,13.097515178191118,80.24377584457397,Bakery
960,Ayanavaram,13.098602,80.2406,Ayanavaram Bus Terminus,13.098079463176722,80.24190902709961,Bus Station
961,Ayanavaram,13.098602,80.2406,McRennet (Elliot Foods),13.096209154450834,80.24141887746072,Bakery
962,Ayanavaram,13.098602,80.2406,Nilgiris,13.097600532705346,80.23741645644962,Department Store
963,Ayanavaram,13.098602,80.2406,McRennett,13.097515178191118,80.24377584457397,Bakery
964,Ayanavaram,13.098602,80.2406,Juice  Pump,13.094547686844777,80.24133175193694,Juice Bar
965,Sayani,13.097829,80.239742,Ayanavaram Bus Terminus,13.098079463176722,80.24190902709961,Bus Station
966,Sayani,13.097829,80.239742,Nilgiris,13.097600532705346,80.23741645644962,Department Store
967,Sayani,13.097829,80.239742,McRennet (Elliot Foods),13.096209154450834,80.24141887746072,Bakery
968,Sayani,13.097829,80.239742,Juice  Pump,13.094547686844777,80.24133175193694,Juice Bar
969,Sayani,13.097829,80.239742,McRennett,13.097515178191118,80.24377584457397,Bakery
970,Noor Hotel,13.098477,80.234452,Domino's Pizza,13.099554,80.23088,Pizza Place
971,Noor Hotel,13.098477,80.234452,Noor hotel bus stand,13.098520468493065,80.23430151667438,Diner
972,Noor Hotel,13.098477,80.234452,Nilgiris,13.097600532705346,80.23741645644962,Department Store
973,Noor Hotel,13.098477,80.234452,Noor Hotel,13.094933830920736,80.23303808197501,Restaurant
974,Joint Office,13.099584,80.230644,Domino's Pizza,13.099554,80.23088,Pizza Place
975,Joint Office,13.099584,80.230644,Railway Officers Shuttle court,13.10003071650052,80.22985762871903,Tennis Court
976,Joint Office,13.099584,80.230644,Srinivasan Bakery,13.098579,80.233725,Bakery
977,Joint Office,13.099584,80.230644,Noor hotel bus stand,13.098520468493065,80.23430151667438,Diner
978,Kambar Arangam,13.099187,80.219378,Estilio,13.096151,80.22211,Football Stadium
979,Villivakkam,13.103294,80.20748,Kanchi Bakery,13.105286112454813,80.20788529054748,Bakery
980,Villivakkam,13.103294,80.20748,Screen 5 @ AGS,13.10480184117948,80.2088876227801,Multiplex
981,Villivakkam,13.103294,80.20748,Vasanta Bhavan,13.104902282004092,80.20900201864377,Indian Restaurant
982,Villivakkam,13.103294,80.20748,Villivakkam Bus Terminus,13.106705070493716,80.20564634280676,Bus Station
983,Villivakkam,13.103294,80.20748,AGS Royal Cinemas,13.10472473421975,80.2089336091308,Multiplex
984,Thiruvotriyur Bus Stop,13.172324,80.304415,Yummy's Restaurant,13.16969,80.30484,Indian Restaurant
985,Thiruvotriyur Market,13.164447,80.30345,Arambagh Food Mart,13.163621354238668,80.30490955968995,Convenience Store
986,Thiruvotriyur Market,13.164447,80.30345,Thiruvottiyur Bus Terminus,13.163217180319041,80.30370159139586,Bus Station
987,Thiruvotriyur Market,13.164447,80.30345,Aakash Fast Food,13.163517213113002,80.30495308975614,Fast Food Restaurant
988,Thiruvotriyur Market,13.164447,80.30345,Kurinji Restaurant,13.161028835052168,80.30246639873026,Indian Restaurant
989,Kaladipettai,13.15588,80.301186,Pizza Hut,13.153811450106558,80.2981566863024,Pizza Place
990,Kaladipettai,13.15588,80.301186,Claypot Restaurant,13.158679065439213,80.3018732821719,Restaurant
991,Kaladipettai,13.15588,80.301186,MSM Theatre,13.158902405577784,80.2992831096498,Indie Movie Theater
992,Kaladipettai,13.15588,80.301186,Thiruvottiyur Beach Aka Kappal Beach,13.15380876896444,80.29823286999776,Beach
993,Kaladipettai,13.15588,80.301186,Odiyan Mani,13.153791860687848,80.2982274283075,Indie Movie Theater
994,Kaladipettai,13.15588,80.301186,CM Dhaba,13.155829806522886,80.30558427319265,Dhaba
995,Kaladipettai,13.15588,80.301186,Axis Bank ATM,13.15778,80.297987,ATM
996,Cross Road,13.138391,80.294416,the French loaf,13.138186648180415,80.29335153294156,Bakery
997,Cross Road,13.138391,80.294416,Coffee World,13.139397662035076,80.29440183329525,Coffee Shop
998,Cross Road,13.138391,80.294416,Aircel Store Thiruvotiyur,13.138756820680777,80.29485583305359,Mobile Phone Shop
999,Pandian Theatre,13.112698,80.281692,"Valluvar Nagar, Chennai",13.109086935369625,80.2801699700066,Bus Station
1000,Pandian Theatre,13.112698,80.281692,Big Bazaar,13.1095865467695,80.28439351863636,Department Store
1001,Vallalar Nagar,13.105561,80.280018,Tile House,13.105825,80.279196,Construction & Landscaping
1002,Vallalar Nagar,13.105561,80.280018,Vallalar Nagar Bus Terminus,13.104994523365168,80.27780229573065,Bus Station
1003,Vallalar Nagar,13.105561,80.280018,"Valluvar Nagar, Chennai",13.109086935369625,80.2801699700066,Bus Station
1004,Vallalar Nagar,13.105561,80.280018,Whashermanpet Railway Station,13.108228127478123,80.28365332432685,Train Station
1005,Stanley Hospital,13.10437,80.28684100000002,Royapuram Railway Station,13.103658264896644,80.28898149026057,Train Station
1006,Stanley Hospital,13.10437,80.28684100000002,kabab center,13.10580439583518,80.29089715322934,Fast Food Restaurant
1007,High Court,13.085623,80.28903000000003,Burma Bazaar,13.08890366314553,80.28991755827279,Video Store
1008,High Court,13.085623,80.28903000000003,Chennai Port,13.0854794158517,80.2900264027176,Harbor / Marina
1009,High Court,13.085623,80.28903000000003,Sea Shore Resturant,13.085648873290433,80.29194204199956,Indian Restaurant
1010,High Court,13.085623,80.28903000000003,Dindigul Thalappakatti Biriyani Restaurant,13.08852757749359,80.28999919161954,Indian Restaurant
1011,High Court,13.085623,80.28903000000003,High Court Bus Terminus,13.085779847464446,80.28563976287842,Bus Station
1012,Lady Wellington,13.048553,80.280372,Marina Beach | மெரினா கடற்கரை (Marina Beach),13.047662900808886,80.2806979251197,Beach
1013,Lady Wellington,13.048553,80.280372,Titanic Fast Food,13.045547120349463,80.28060608881063,Fast Food Restaurant
1014,Lady Wellington,13.048553,80.280372,Spartans RestaurantRestaurant,13.048616,80.281096,Fast Food Restaurant
1015,Lady Wellington,13.048553,80.280372,Titanic,13.045537931823258,80.28054552604392,Fast Food Restaurant
1016,Ambattur,13.099689,80.169854,Moti Mahal Delux - Tandoori Trail,13.099797270180545,80.16916664158683,Indian Restaurant
1017,Vavin,13.088716,80.169554,Grill Ministri,13.085950935276935,80.16986968368839,Indian Restaurant
1018,Vavin,13.088716,80.169554,Kfc Ambit,13.088974330098635,80.1676624389738,Fried Chicken Joint
1019,Vavin,13.088716,80.169554,KFC,13.084721491889056,80.17005984667973,Fast Food Restaurant
1020,Vavin,13.088716,80.169554,World of Titan,13.086459437319496,80.16656697042208,Accessories Store
1021,Collector Nagar,13.087734,80.188479,Pizza Republic,13.088841147340244,80.18975411622041,Pizza Place
1022,Collector Nagar,13.087734,80.188479,Sharjah,13.087437513824076,80.18811405733389,Juice Bar
1023,Collector Nagar,13.087734,80.188479,Arabian Delights,13.08766940995447,80.19078390455245,Middle Eastern Restaurant
1024,Collector Nagar,13.087734,80.188479,Collector Nagar Bus Stop,13.087838554266371,80.18973232163825,Bus Station
1025,Collector Nagar,13.087734,80.188479,Annachi Super Market,13.087151729490117,80.18804867227266,Department Store
1026,Collector Nagar,13.087734,80.188479,Variety Center,13.085061584051642,80.18749834602254,Department Store
1027,Collector Nagar,13.087734,80.188479,In & Out @ BP Fuel Station,13.088115242793073,80.18491240874923,Convenience Store
1028,Collector Nagar,13.087734,80.188479,Brown Tree,13.08598130397249,80.18528610767737,Health Food Store
1029,Collector Nagar,13.087734,80.188479,Dakshina Puram,13.086051691364737,80.18523161832482,Indian Restaurant
1030,Collector Nagar,13.087734,80.188479,Waves Mogappair,13.08718562074144,80.1926636448325,Clothing Store
1031,Thirumangalam Signal,13.087107,80.197599,GRT Jewellers,13.085153305128234,80.20064272658368,Jewelry Store
1032,Thirumangalam Signal,13.087107,80.197599,Hotel Bhukara,13.087320879647773,80.19801158253892,Indian Restaurant
1033,Thirumangalam Signal,13.087107,80.197599,Hotel SARAVANA BHAVAN,13.087250521734985,80.19793589096541,Vegetarian / Vegan Restaurant
1034,Thirumangalam Signal,13.087107,80.197599,Cafe Coffee Day,13.086974835827125,80.20170068785069,Café
1035,Thirumangalam Signal,13.087107,80.197599,Ooty Fruits And Vegetables,13.087715962268305,80.19703864805722,Market
1036,Thirumangalam Signal,13.087107,80.197599,Domino's Pizza,13.087195238023762,80.20210111710767,Pizza Place
1037,Thirumangalam Signal,13.087107,80.197599,Student Xerox,13.084598852302426,80.198656743084,Print Shop
1038,Thirumangalam Signal,13.087107,80.197599,Fashion Look,13.086918920085363,80.193350315094,Shopping Mall
